age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
39,Non-Private,174308,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
43,Private,50356,10,Married,Other,Husband,White,Male,0,1485,50,US,0
35,Private,186110,9,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
29,Private,200381,7,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
76,Non-Private,174309,14,Married,Other,Husband,White,Male,0,0,10,US,0
63,Non-Private,78383,9,Married,Other,Husband,White,Male,0,0,45,US,0
23,Non-Private,211601,11,Non-Married,Other,Non-Husband,Non-White,Female,0,0,15,US,0
43,Private,187728,10,Married,Managerial-Specialist,Non-Husband,White,Female,0,1887,50,US,1
58,Non-Private,321171,9,Married,Other,Husband,White,Male,0,0,40,US,0
66,Private,127921,9,Non-Married,Other,Non-Husband,White,Male,2050,0,55,US,0
41,Private,206565,10,Non-Married,Other,Non-Husband,Non-White,Male,0,0,45,US,0
26,Private,224563,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
47,Private,178686,11,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
55,Non-Private,98545,6,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
53,Private,242606,9,Married,Other,Husband,White,Male,0,0,40,US,0
17,Private,270942,3,Non-Married,Other,Non-Husband,White,Male,0,0,48,Non-US,0
30,Private,94235,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
49,Private,71195,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,60,US,0
19,Private,104112,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,30,Non-US,0
45,Private,261192,9,Married,Other,Husband,Non-White,Male,0,0,40,US,0
26,Private,94936,12,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
38,Private,296478,11,Married,Other,Husband,White,Male,7298,0,40,US,1
36,Non-Private,119272,9,Married,Other,Husband,White,Male,7298,0,40,US,1
33,Private,85043,9,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
22,Non-Private,293364,10,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
43,Non-Private,241895,13,Non-Married,Other,Non-Husband,White,Male,0,0,42,US,0
67,Non-Private,36135,7,Married,Other,Husband,White,Male,0,0,8,US,0
30,Non-Private,151989,11,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
56,Private,101128,12,Non-Married,Other,Non-Husband,White,Male,0,0,25,Non-US,0
31,Private,156464,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,25,US,0
33,Private,117963,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
26,Private,192262,9,Married,Other,Husband,White,Male,0,0,40,US,0
33,Private,111363,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
46,Non-Private,329752,7,Married,Other,Husband,White,Male,0,0,30,US,0
59,Non-Private,372020,13,Married,Other,Husband,White,Male,0,0,40,US,1
38,Non-Private,95432,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
65,Private,161400,7,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
40,Private,96129,11,Married,Other,Husband,White,Male,0,0,40,US,1
42,Private,111949,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,35,US,0
26,Non-Private,117125,5,Married,Other,Husband,White,Male,0,0,40,Non-US,0
36,Private,348022,6,Married,Other,Non-Husband,White,Female,0,0,24,US,0
62,Private,270092,14,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
43,Private,180609,13,Married,Other,Husband,White,Male,0,0,45,US,0
43,Private,174575,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,1564,45,US,1
22,Private,410439,9,Non-Married,Other,Non-Husband,White,Male,0,0,55,US,0
28,Private,92262,9,Married,Other,Husband,White,Male,0,0,40,US,0
56,Non-Private,183081,10,Married,Other,Husband,White,Male,0,0,45,US,0
22,Private,362589,12,Non-Married,Other,Non-Husband,White,Female,0,0,15,US,0
57,Private,212448,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,1
39,Private,481060,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
26,Non-Private,185885,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,15,US,0
17,Private,89821,7,Non-Married,Other,Non-Husband,White,Male,0,0,10,US,0
40,Non-Private,184018,11,Married,Managerial-Specialist,Husband,White,Male,0,0,38,US,1
45,Private,256649,9,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,US,0
44,Private,160323,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
20,Non-Private,350845,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,10,US,0
33,Private,267404,9,Married,Other,Non-Husband,White,Female,0,0,40,US,0
23,Private,35633,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
46,Non-Private,80914,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,30,US,0
38,Private,172927,9,Married,Other,Husband,White,Male,0,0,50,US,0
54,Private,174319,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
46,Private,214955,3,Non-Married,Other,Non-Husband,White,Female,0,2339,45,US,0
25,Private,344991,10,Married,Other,Husband,White,Male,0,0,40,US,0
46,Private,108699,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
36,Non-Private,117312,10,Married,Other,Non-Husband,White,Female,0,0,40,US,0
23,Private,396099,9,Non-Married,Other,Non-Husband,White,Female,0,0,25,US,0
29,Private,134152,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
44,Private,162028,10,Married,Managerial-Specialist,Non-Husband,White,Female,0,2415,6,US,1
19,Private,25429,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,16,US,0
19,Private,232392,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
35,Private,220098,9,Married,Other,Non-Husband,White,Female,0,0,40,US,1
27,Private,301302,13,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
46,Non-Private,277946,12,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
34,Non-Private,98101,13,Married,Managerial-Specialist,Husband,White,Male,7688,0,45,US,1
34,Private,196164,9,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
44,Private,115562,10,Married,Other,Husband,White,Male,0,0,40,US,0
45,Private,96975,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
20,Private,137300,9,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
25,Private,86872,13,Married,Managerial-Specialist,Husband,White,Male,0,0,55,US,1
52,Non-Private,132178,13,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
20,Private,416103,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
28,Private,108574,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
50,Non-Private,288353,13,Married,Other,Husband,White,Male,0,0,40,US,1
34,Private,227689,11,Non-Married,Other,Non-Husband,White,Female,0,0,64,US,0
28,Private,166481,4,Married,Other,Husband,Non-White,Male,0,2179,40,Non-US,0
41,Private,445382,14,Married,Managerial-Specialist,Husband,White,Male,0,1977,65,US,1
28,Private,110145,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
46,Non-Private,317253,9,Married,Other,Husband,White,Male,0,0,25,US,0
28,Non-Private,123147,10,Married,Other,Non-Husband,White,Female,0,1887,40,US,1
32,Private,364657,10,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
41,Non-Private,42346,10,Non-Married,Other,Non-Husband,Non-White,Female,0,0,24,US,0
24,Private,241951,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
33,Private,118500,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
46,Private,188386,16,Married,Managerial-Specialist,Husband,White,Male,15024,0,60,US,1
31,Non-Private,1033222,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
35,Private,92440,8,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,1
52,Private,190762,2,Married,Managerial-Specialist,Husband,White,Male,0,0,40,Non-US,0
30,Private,426017,7,Non-Married,Other,Non-Husband,White,Female,0,0,19,US,0
34,Non-Private,243867,7,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,US,0
34,Non-Private,240283,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
20,Private,61777,10,Married,Other,Husband,White,Male,0,0,30,US,0
17,Private,175024,7,Non-Married,Other,Non-Husband,White,Male,2176,0,18,US,0
32,Non-Private,92003,13,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
29,Private,188401,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
33,Private,228528,6,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
25,Private,133373,9,Married,Other,Husband,White,Male,0,0,60,US,0
36,Non-Private,255191,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,1408,40,US,0
23,Private,204653,9,Non-Married,Other,Non-Husband,White,Male,0,0,72,Non-US,0
63,Non-Private,222289,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
47,Non-Private,287480,14,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
80,Non-Private,107762,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,24,US,0
17,Non-Private,202521,7,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
40,Non-Private,204116,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,2174,0,40,US,0
30,Private,29662,12,Married,Other,Non-Husband,White,Female,0,0,25,US,1
27,Private,116358,10,Non-Married,Other,Non-Husband,Non-White,Male,0,1980,40,Non-US,0
33,Private,208405,14,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
34,Non-Private,284843,9,Non-Married,Other,Non-Husband,Non-White,Male,594,0,60,US,0
34,Non-Private,117018,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
23,Private,81281,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
42,Non-Private,340148,10,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
29,Private,363425,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
45,Private,45857,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,28,US,0
24,Non-Private,191073,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
44,Private,116632,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
27,Private,405855,5,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
20,Private,298227,10,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
44,Private,290521,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
51,Private,56915,9,Married,Other,Husband,Non-White,Male,0,0,40,US,0
20,Private,146538,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
17,Private,258872,7,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,5,US,0
19,Private,206399,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
45,Non-Private,197332,10,Married,Other,Husband,White,Male,0,0,55,US,1
60,Private,245062,9,Married,Other,Husband,White,Male,0,0,40,US,1
42,Private,197583,12,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,US,1
44,Non-Private,234885,9,Married,Other,Non-Husband,White,Female,0,0,40,US,1
40,Private,72887,11,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,US,1
30,Private,180374,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
38,Private,351299,10,Married,Other,Husband,Non-White,Male,0,0,50,US,0
23,Private,54012,9,Married,Other,Husband,White,Male,0,0,60,US,0
32,Private,115745,10,Married,Other,Husband,White,Male,0,0,40,US,0
44,Private,116632,12,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
54,Non-Private,288825,9,Married,Other,Husband,Non-White,Male,0,0,40,US,0
32,Private,132601,13,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
50,Private,193374,2,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
24,Private,170070,13,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
37,Private,126708,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,60,US,0
52,Private,35598,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
38,Private,33983,10,Married,Other,Husband,White,Male,0,0,40,US,0
49,Private,192776,14,Married,Managerial-Specialist,Husband,White,Male,0,1977,45,US,1
30,Private,118551,13,Married,Other,Non-Husband,White,Female,0,0,16,US,1
60,Private,201965,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,1
22,Private,139883,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
35,Private,285020,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
30,Private,303990,9,Non-Married,Other,Non-Husband,White,Male,0,0,60,US,0
67,Private,49401,11,Non-Married,Other,Non-Husband,White,Female,0,0,24,US,0
46,Private,279196,13,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
17,Private,211870,5,Non-Married,Other,Non-Husband,White,Male,0,0,6,US,0
22,Private,281432,10,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
27,Private,161155,6,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
23,Private,197904,9,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
33,Private,111746,12,Married,Other,Husband,White,Male,0,0,45,Non-US,0
43,Non-Private,170721,10,Married,Other,Husband,White,Male,0,0,20,US,0
28,Non-Private,70100,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,20,US,0
41,Private,193626,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
52,Private,271749,8,Non-Married,Other,Non-Husband,Non-White,Male,594,0,40,US,0
25,Private,189775,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,20,US,0
63,Private,401531,2,Married,Managerial-Specialist,Husband,White,Male,0,0,35,US,0
59,Non-Private,286967,9,Married,Other,Husband,White,Male,0,0,45,US,0
45,Non-Private,164427,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
38,Private,91039,13,Married,Other,Husband,White,Male,15024,0,60,US,1
40,Private,347934,9,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
46,Non-Private,371373,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
35,Private,32220,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,60,US,0
34,Private,187251,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,25,US,0
33,Private,178107,13,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
41,Private,343121,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,36,US,0
20,Private,262749,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
23,Private,403107,3,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
26,Private,64293,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,35,US,0
72,Private,303588,9,Married,Managerial-Specialist,Husband,White,Male,0,0,20,US,0
23,Non-Private,324960,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
62,Non-Private,114060,9,Married,Other,Husband,White,Male,0,0,40,US,0
52,Private,48925,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
58,Private,180980,10,Non-Married,Other,Non-Husband,White,Female,0,0,42,Non-US,0
25,Private,181054,13,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
24,Private,388093,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,US,0
19,Private,249609,10,Non-Married,Other,Non-Husband,White,Male,0,0,8,US,0
43,Private,112131,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
47,Non-Private,543162,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
39,Private,91996,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
49,Private,141944,11,Non-Married,Other,Non-Husband,White,Male,0,1380,42,US,0
53,Private,251804,3,Non-Married,Other,Non-Husband,Non-White,Female,0,0,30,US,0
32,Private,37070,11,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
34,Private,337587,10,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
28,Private,189346,9,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
57,Private,222216,11,Non-Married,Other,Non-Husband,White,Female,0,0,38,US,0
25,Private,267044,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,20,US,0
20,Private,214635,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,24,US,0
21,Private,204226,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,35,US,0
34,Private,108116,13,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
38,Non-Private,99146,13,Married,Managerial-Specialist,Husband,White,Male,15024,0,80,US,1
50,Private,196232,9,Married,Managerial-Specialist,Husband,White,Male,7688,0,50,US,1
24,Non-Private,248344,10,Non-Married,Other,Non-Husband,Non-White,Male,0,0,50,US,0
37,Non-Private,186035,10,Married,Other,Husband,White,Male,0,0,45,US,1
44,Private,177905,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,58,US,1
28,Private,85812,10,Married,Other,Non-Husband,White,Female,0,0,40,US,0
42,Private,221172,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
74,Private,99183,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,9,US,0
38,Non-Private,190387,9,Married,Other,Husband,White,Male,0,0,50,US,0
44,Non-Private,202692,14,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
44,Private,109339,7,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,46,Non-US,0
26,Private,108658,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
36,Private,197202,9,Married,Other,Husband,Non-White,Male,0,0,40,US,0
41,Private,101739,12,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,1
67,Private,231559,15,Married,Managerial-Specialist,Husband,White,Male,20051,0,48,US,1
39,Non-Private,207853,8,Married,Other,Husband,White,Male,0,0,50,US,0
57,Private,190942,2,Non-Married,Other,Non-Husband,Non-White,Female,0,0,30,US,0
29,Private,102345,11,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
31,Non-Private,41493,13,Non-Married,Other,Non-Husband,White,Female,0,0,45,US,0
34,Non-Private,190027,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
44,Private,210525,10,Married,Other,Husband,White,Male,0,0,40,US,0
29,Private,133937,16,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
30,Private,237903,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
27,Private,163862,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
27,Private,201872,10,Married,Other,Husband,White,Male,0,0,50,US,0
32,Private,84179,9,Non-Married,Other,Non-Husband,White,Female,0,0,45,US,0
58,Private,51662,6,Married,Other,Non-Husband,White,Female,0,0,8,US,0
35,Non-Private,233327,10,Married,Other,Husband,White,Male,0,0,40,US,0
21,Private,259510,9,Non-Married,Other,Non-Husband,White,Male,0,0,36,US,0
28,Private,184831,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
46,Non-Private,245724,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,50,US,0
36,Non-Private,27053,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
72,Private,205343,7,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
35,Private,229328,9,Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
33,Non-Private,319560,11,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,1
69,Private,136218,7,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
35,Private,54576,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
31,Private,323069,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
34,Private,148291,9,Married,Other,Non-Husband,White,Female,0,0,32,US,0
30,Private,152453,7,Married,Other,Husband,White,Male,0,0,40,Non-US,0
28,Private,114053,13,Non-Married,Other,Non-Husband,White,Male,0,0,55,US,0
54,Private,212960,13,Married,Other,Husband,White,Male,0,0,35,US,1
